,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
358,4011762,0.33,True,Centrum-West,52.38364,4.88563,Entire home/apt,6,3,3,9,225.0,7,-76,True,6,2,4.67,False,37.5,1575,0.09,0.22,0.18,4.99,0.6301369863013698,892.8082191780821
359,4029316,0.36,False,Zuid,52.35098,4.8861,Entire home/apt,2,1,1,7,153.0,7,90,True,0,0,4.81,False,76.5,1071,0.07,0.19,0.22,4.99,0.0,764.2465753424658
360,4035170,1.0,True,Centrum-West,52.3778,4.88626,Entire home/apt,4,2,2,9,240.0,3,109,True,1,0,4.9,True,60.0,720,0.09,0.14,0.21,4.99,0.48158640226628896,1198.7960339943343
361,4043288,0.94,True,Centrum-West,52.37808,4.89456,Private room,1,1,1,1,82.0,3,44,True,0,0,4.56,True,82.0,246,0.06,0.12,0.14,4.99,0.0,409.24657534246575
362,4057394,0.0,False,Centrum-Oost,52.36706,4.92487,Entire home/apt,4,2,2,10,157.0,10,30,True,0,0,4.83,False,39.25,1570,0.06,0.18,0.22,4.99,0.0958904109589041,785.6164383561644
363,4062563,0.0,False,Zuid,52.35497,4.85051,Entire home/apt,3,2,1,6,199.0,4,14,True,5,0,4.94,False,66.3,796,0.07,0.16,0.21,4.99,0.18904109589041096,995.0
364,4147668,0.75,True,Oud-Oost,52.36204,4.92375,Private room,2,1,1,7,75.0,14,101,True,3,1,4.82,False,37.5,1050,0.04,0.1,0.15,4.99,0.2547945205479452,364.35616438356163
365,4150731,1.0,False,Oud-Oost,52.34935,4.91202,Entire home/apt,2,1,1,13,196.0,2,5,True,0,2,4.87,False,98.0,392,0.07,0.17,0.2,4.99,0.10714285714285714,976.7857142857143
366,4157853,1.0,True,Centrum-West,52.37313,4.89652,Private room,2,1,1,7,180.0,2,101,True,2,5,4.96,False,90.0,360,0.06,0.21,0.21,4.99,0.5384615384615384,838.6538461538462
367,4158675,1.0,False,Oud-Oost,52.35832,4.92368,Entire home/apt,2,1,1,7,128.0,2,15,True,0,0,5.0,False,64.0,256,0.05,0.14,0.14,4.99,1.0,1000.0
368,4162988,1.0,False,Bos en Lommer,52.38182,4.84981,Entire home/apt,4,2,2,9,185.0,5,101,True,0,1,5.0,True,46.25,925,0.08,0.2,0.27,4.99,0.0,959.771986970684
369,4185598,0.82,False,De Baarsjes - Oud-West,52.36744,4.86625,Entire home/apt,4,2,1,13,250.0,3,21,True,0,0,4.93,False,62.5,750,0.11,0.22,0.15,4.99,0.0,1250.0
370,4187658,0.36,False,Centrum-West,52.36957,4.88305,Entire home/apt,4,2,3,11,289.0,4,30,True,2,1,4.8,False,72.25,1156,0.08,0.21,0.2,4.99,0.005479452054794521,1446.2328767123288
371,4209897,0.49,False,Zuid,52.35302,4.87571,Entire home/apt,7,4,5,16,425.0,3,101,True,0,1,4.74,True,60.72,1275,0.07,0.21,0.26,10.99,0.38904109589041097,2145.5479452054797
372,4216576,0.42,False,Oud-Noord,52.39293,4.93417,Entire home/apt,4,2,3,8,175.0,3,101,True,0,1,5.0,False,43.75,525,0.06,0.2,0.25,4.99,0.0,875.0
373,4224540,0.9,True,De Pijp - Rivierenbuurt,52.34104,4.9039,Private room,4,1,2,6,100.0,2,10,True,5,5,4.88,True,25.0,200,0.07,0.15,0.19,4.99,0.27627627627627627,526.6366366366366
374,4248769,0.81,True,Centrum-Oost,52.36992,4.90279,Private room,2,1,1,9,153.0,3,15,True,3,4,4.88,True,76.5,459,0.05,0.18,0.17,4.99,0.1589041095890411,754.1095890410959
375,4282415,0.15,False,Centrum-West,52.37713,4.8821,Entire home/apt,4,2,3,11,232.0,3,101,True,1,0,4.87,False,58.0,696,0.1,0.22,0.21,4.99,0.4849315068493151,1128.0821917808219
376,4299280,0.7,False,Centrum-Oost,52.3624,4.8935,Entire home/apt,4,2,3,5,185.0,3,15,True,0,0,4.7,False,46.25,555,0.07,0.21,0.22,4.99,0.0027397260273972603,1290.8082191780823
377,4320334,0.5,False,Oud-Oost,52.35637,4.91604,Entire home/apt,2,1,1,5,100.0,3,30,True,0,1,4.89,False,50.0,300,0.07,0.18,0.15,4.99,0.0,564.8767123287671
378,4374040,0.46,False,Zuid,52.35471,4.85546,Entire home/apt,3,2,1,5,108.0,4,31,True,0,0,4.86,False,36.0,432,0.08,0.1,0.15,4.99,0.0,539.3013698630137
379,4382235,0.6,False,De Pijp - Rivierenbuurt,52.35398,4.90484,Entire home/apt,4,2,1,12,189.0,3,22,True,3,0,4.82,False,47.25,567,0.06,0.2,0.19,4.99,0.00821917808219178,889.2602739726027
380,4386276,0.14,False,Oud-Oost,52.35296,4.91147,Entire home/apt,2,1,1,5,135.0,7,30,True,4,0,4.94,False,67.5,945,0.06,0.15,0.18,4.99,0.01643835616438356,676.0958904109589
381,4416539,1.0,False,Slotervaart,52.35382,4.82938,Entire home/apt,3,2,3,4,109.0,2,101,True,3,1,4.62,False,36.34,218,0.07,0.07,0.2,4.99,0.13043478260869565,561.7391304347826
382,4435968,1.0,False,Watergraafsmeer,52.34703,4.93908,Entire home/apt,2,1,2,7,223.0,3,14,True,13,1,4.86,True,111.5,669,0.09,0.25,0.26,4.99,0.9230769230769231,2335.2884615384614
383,4445818,0.69,False,De Pijp - Rivierenbuurt,52.354,4.90514,Entire home/apt,4,2,2,10,207.0,3,101,True,7,0,4.6,False,51.75,621,0.09,0.13,0.23,4.99,0.13150684931506848,922.8630136986301
384,4448285,0.67,False,De Baarsjes - Oud-West,52.36693,4.8656,Entire home/apt,2,1,1,10,150.0,3,20,True,0,0,4.96,False,75.0,450,0.07,0.19,0.18,4.99,0.0,750.0
385,4455237,0.36,False,De Baarsjes - Oud-West,52.36988,4.86253,Entire home/apt,5,3,3,10,145.0,5,14,True,0,0,4.14,False,29.0,725,0.07,0.13,0.14,4.99,0.038356164383561646,669.3150684931506
386,4467898,0.0,False,IJburg - Zeeburgereiland,52.35737,4.98163,Entire home/apt,4,2,5,11,280.0,3,15,True,3,0,4.75,False,70.0,840,0.1,0.26,0.27,4.99,0.4602739726027397,1400.0
387,4487975,0.0,False,Oud-Oost,52.35858,4.92583,Entire home/apt,2,1,1,5,105.0,5,101,True,0,0,4.88,False,52.5,525,0.05,0.12,0.17,4.99,0.4246575342465753,525.0
388,4488692,0.76,True,Centrum-Oost,52.36441,4.88599,Private room,4,1,4,8,220.0,4,60,True,3,8,4.91,True,55.0,880,0.07,0.22,0.21,4.99,0.639751552795031,1107.9813664596272
389,4523624,0.55,False,Zuid,52.35589,4.87728,Entire home/apt,4,2,3,10,300.0,4,7,True,1,1,4.78,False,75.0,1200,0.1,0.22,0.21,4.99,0.4438356164383562,1500.0
390,4530308,0.0,False,Watergraafsmeer,52.34446,4.95261,Entire home/apt,6,3,6,13,225.0,3,101,True,0,0,4.83,False,37.5,675,0.1,0.21,0.25,4.99,0.010958904109589041,1125.0
391,4590871,0.25,False,De Pijp - Rivierenbuurt,52.35706,4.89405,Entire home/apt,2,1,1,6,206.0,3,101,True,0,0,4.95,False,103.0,618,0.07,0.21,0.23,4.99,0.0,1043.6301369863013
392,4591192,0.67,False,De Pijp - Rivierenbuurt,52.35643,4.90409,Private room,3,1,2,4,121.0,3,8,True,1,2,4.88,False,40.34,363,0.08,0.14,0.17,4.99,0.019178082191780823,617.4109589041096
393,4591819,0.63,False,De Pijp - Rivierenbuurt,52.35289,4.90646,Private room,2,1,1,9,89.0,3,101,True,4,6,4.84,False,44.5,267,0.05,0.11,0.16,4.99,0.7647058823529411,445.0
394,4614017,0.58,True,Westerpark,52.392,4.88118,Entire home/apt,16,8,16,26,729.0,3,101,True,11,0,4.62,True,45.56,2187,0.12,0.15,0.32,10.99,0.6336336336336337,3584.5045045045044
395,4616816,0.72,False,De Pijp - Rivierenbuurt,52.35391,4.90603,Entire home/apt,4,2,3,8,164.0,3,16,True,0,0,4.6,False,41.0,492,0.07,0.16,0.19,4.99,0.0,821.2328767123288
396,4635416,0.93,True,Centrum-Oost,52.36425,4.89931,Private room,2,1,2,1,68.0,2,14,True,4,2,4.33,False,34.0,136,0.06,0.14,0.15,2.99,0.5,447.5
397,4697911,1.0,False,Noord-Oost,52.39911,4.95546,Entire home/apt,4,2,5,1,90.0,4,30,True,0,1,4.53,False,22.5,360,0.07,0.11,0.17,4.99,0.0027624309392265192,456.76795580110496
398,4714161,0.6,True,De Pijp - Rivierenbuurt,52.35226,4.89835,Private room,3,1,2,4,124.0,3,60,True,8,4,4.84,True,41.34,372,0.07,0.17,0.18,4.99,0.36164383561643837,620.0
399,4743452,0.58,False,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,4,2,3,13,310.0,8,101,True,0,0,4.92,False,77.5,2480,0.05,0.24,0.23,4.99,0.07945205479452055,1696.7260273972602
400,4748130,0.16,False,Centrum-Oost,52.36508,4.92442,Entire home/apt,2,1,1,12,250.0,3,30,True,0,1,4.9,False,125.0,750,0.13,0.2,0.35,4.99,0.0,1189.7260273972602
401,4756790,0.41,False,Zuid,52.351,4.85453,Entire home/apt,2,1,1,2,255.0,3,101,True,0,2,4.76,True,127.5,765,0.06,0.09,0.3,4.99,0.0,1275.0
402,4761760,0.8,False,Oostelijk Havengebied - Indische Buurt,52.37065,4.94039,Entire home/apt,4,2,4,5,175.0,4,101,True,0,0,4.88,False,43.75,700,0.08,0.16,0.18,4.99,0.0027397260273972603,875.0
403,4763419,0.59,False,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,2,1,1,13,248.0,3,101,True,0,1,4.97,False,124.0,744,0.07,0.11,0.25,4.99,0.00821917808219178,1277.1917808219177
404,4774677,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36283,4.93395,Entire home/apt,3,2,1,6,75.0,3,18,True,0,0,4.51,False,25.0,225,0.05,0.1,0.17,4.99,0.0027397260273972603,378.83561643835617
405,4779111,0.61,False,De Baarsjes - Oud-West,52.36121,4.85911,Entire home/apt,3,2,2,1,140.0,3,14,True,0,1,4.64,False,46.66,420,0.06,0.11,0.19,4.99,0.4246575342465753,704.2465753424658
406,4815695,0.53,False,De Pijp - Rivierenbuurt,52.3535,4.88715,Entire home/apt,4,2,4,8,200.0,10,101,True,7,1,4.73,True,50.0,2000,0.06,0.24,0.23,4.99,0.7589041095890411,912.8082191780821
407,4860508,0.0,False,Centrum-West,52.38116,4.88845,Entire home/apt,2,1,2,3,250.0,5,10,True,0,0,4.82,False,125.0,1250,0.08,0.18,0.16,4.99,0.0,1250.0
408,4861970,0.43,False,Bos en Lommer,52.37817,4.8474,Entire home/apt,4,2,2,1,103.0,3,101,True,0,0,4.38,False,25.75,309,0.06,0.18,0.18,4.99,0.18356164383561643,500.2739726027397
409,4864025,0.02,False,Centrum-Oost,52.36825,4.93031,Entire home/apt,3,2,1,10,260.0,3,101,True,0,0,5.0,False,86.7,780,0.07,0.23,0.23,4.99,0.0,1300.0
410,4864384,0.98,True,De Aker - Nieuw Sloten,52.34838,4.78878,Private room,2,1,1,5,64.0,3,109,True,5,5,4.4,False,32.0,192,0.04,0.08,0.15,2.99,0.8209366391184573,406.6804407713499
411,4884158,0.81,False,De Baarsjes - Oud-West,52.36993,4.86596,Private room,4,1,4,4,131.0,3,120,True,7,4,4.66,False,32.75,393,0.06,0.11,0.16,4.99,0.7753424657534247,643.5068493150685
412,4892972,0.56,False,Zuid,52.35568,4.88501,Private room,2,1,1,1,131.0,4,101,True,0,2,4.76,False,65.5,524,0.07,0.18,0.17,4.99,0.0027397260273972603,772.7397260273973
413,4898741,0.48,False,Centrum-Oost,52.36326,4.90345,Entire home/apt,4,2,2,8,175.0,3,7,True,0,0,4.82,False,43.75,525,0.09,0.16,0.18,4.99,0.0,1257.7534246575342
414,4934646,1.0,False,Oud-Oost,52.36196,4.91747,Private room,2,1,2,6,115.0,7,30,True,7,3,4.79,True,57.5,805,0.05,0.14,0.2,4.99,0.12602739726027398,571.5205479452055
415,4946084,0.0,False,Centrum-Oost,52.36945,4.92002,Entire home/apt,2,1,1,4,156.0,1,-116,True,8,0,4.8,False,78.0,156,0.07,0.14,0.21,4.99,0.32,774.0
416,4949644,0.63,False,Oud-Noord,52.39894,4.92041,Entire home/apt,5,3,4,8,250.0,3,101,True,0,1,4.75,False,50.0,750,0.07,0.18,0.18,4.99,0.005479452054794521,1312.5890410958905
417,4991085,0.98,False,De Baarsjes - Oud-West,52.36529,4.85138,Private room,2,1,1,1,80.0,3,60,True,1,3,4.69,True,40.0,240,0.06,0.13,0.14,4.99,0.7863013698630137,400.7808219178082
418,5012728,0.88,True,De Aker - Nieuw Sloten,52.34736,4.78846,Private room,2,1,2,5,76.0,3,31,True,12,3,4.87,False,38.0,228,0.06,0.11,0.16,4.99,0.8292011019283747,361.3498622589532
419,5072326,0.0,False,Oud-Oost,52.35997,4.91293,Entire home/apt,4,2,2,6,167.0,4,30,True,0,0,4.88,False,41.75,668,0.06,0.18,0.16,4.99,0.0,835.4794520547945
420,5114153,0.68,False,Centrum-West,52.37942,4.88423,Entire home/apt,2,1,1,11,190.0,3,5,True,0,0,5.0,False,95.0,570,0.07,0.19,0.19,4.99,0.005479452054794521,950.0
421,5115463,0.35,False,De Pijp - Rivierenbuurt,52.35278,4.90115,Entire home/apt,4,2,3,5,155.0,2,24,True,0,1,4.86,False,38.75,310,0.07,0.27,0.16,4.99,0.0,1100.0
422,5132885,0.78,False,Centrum-Oost,52.36181,4.89755,Private room,4,1,3,11,372.0,1,101,True,0,0,4.94,True,93.0,372,0.09,0.06,0.32,4.99,0.31232876712328766,1711.1780821917807
423,5133110,0.92,False,Centrum-West,52.3687,4.88595,Private room,4,1,2,18,343.0,1,101,True,3,0,4.42,True,85.75,343,0.11,0.22,0.27,4.99,0.39452054794520547,1541.041095890411
424,5142163,0.1,False,Westerpark,52.38952,4.88661,Entire home/apt,2,1,1,2,150.0,3,30,True,7,0,4.82,False,75.0,450,0.08,0.23,0.22,4.99,0.7506849315068493,648.4931506849315
425,5177030,1.0,False,Oostelijk Havengebied - Indische Buurt,52.3775,4.94526,Entire home/apt,4,2,4,9,320.0,3,14,True,0,0,4.92,False,80.0,960,0.13,0.21,0.31,4.99,0.0410958904109589,1600.0
426,5184303,0.8,True,Centrum-West,52.38402,4.88491,Private room,4,1,3,10,240.0,4,20,True,0,2,4.87,True,60.0,960,0.11,0.11,0.25,4.99,0.8217821782178217,1205.1980198019803
427,5202774,0.8,False,Centrum-West,52.37104,4.89473,Entire home/apt,2,1,1,4,130.0,14,109,True,12,1,4.92,True,65.0,1820,0.07,0.16,0.18,4.99,0.09041095890410959,631.7123287671233
428,5349374,0.57,False,Westerpark,52.3743,4.87542,Entire home/apt,2,1,1,1,95.0,4,7,True,0,0,4.84,False,47.5,380,0.08,0.11,0.15,4.99,0.0,475.0
429,5390933,0.38,False,Centrum-Oost,52.37088,4.90351,Private room,4,1,4,15,307.0,2,-76,True,4,3,4.83,False,76.75,614,0.14,0.26,0.18,4.99,0.5533980582524272,1571.6019417475727
430,5401988,0.15,False,Oud-Oost,52.35471,4.91468,Entire home/apt,2,1,1,9,151.0,25,101,True,2,0,4.65,False,75.5,3775,0.08,0.19,0.32,4.99,0.7698630136986301,756.986301369863
431,5427607,0.45,False,De Pijp - Rivierenbuurt,52.34638,4.89087,Entire home/apt,4,2,3,17,295.0,2,5,True,0,0,4.89,False,73.75,590,0.11,0.2,0.31,4.99,0.0,2125.0
432,5444330,0.0,False,De Pijp - Rivierenbuurt,52.3458,4.8909,Entire home/apt,4,2,1,6,175.0,4,101,True,0,0,4.67,False,43.75,700,0.07,0.14,0.2,4.99,0.0,875.0
433,5450176,0.59,False,De Pijp - Rivierenbuurt,52.34087,4.90034,Entire home/apt,2,1,1,7,123.0,3,101,True,0,2,4.72,False,61.5,369,0.06,0.14,0.17,4.99,0.00821917808219178,527.1232876712329
434,5453878,0.0,False,Zuid,52.34451,4.86411,Entire home/apt,2,1,1,11,220.0,3,28,True,14,0,4.97,False,110.0,660,0.12,0.07,0.3,4.99,0.09041095890410959,674.7260273972603
435,5501544,0.91,True,Watergraafsmeer,52.35341,4.92504,Entire home/apt,4,2,3,3,136.0,3,101,True,1,0,4.83,False,34.0,408,0.05,0.12,0.19,4.99,0.057534246575342465,699.8630136986301
436,5503580,0.5,False,Gaasperdam - Driemond,52.29122,4.97366,Entire home/apt,4,2,3,7,170.0,3,8,True,0,0,5.0,False,42.5,510,0.05,0.21,0.18,4.99,0.0027397260273972603,850.0
437,5519881,1.0,True,Westerpark,52.38055,4.87595,Entire home/apt,2,1,1,11,131.0,4,100,True,0,1,4.87,False,65.5,524,0.07,0.14,0.19,4.99,0.00821917808219178,659.1095890410959
438,5617321,0.96,True,Centrum-West,52.37377,4.88827,Private room,2,1,1,9,175.0,3,8,True,1,4,4.87,True,87.5,525,0.07,0.21,0.2,4.99,0.09041095890410959,868.8356164383562
439,5635872,0.18,False,Oud-Noord,52.38468,4.91291,Entire home/apt,5,3,6,12,150.0,7,40,True,17,0,4.86,False,30.0,1050,0.09,0.19,0.22,4.99,0.4904109589041096,750.0
440,5655600,1.0,False,De Baarsjes - Oud-West,52.3695,4.86229,Entire home/apt,4,2,2,3,190.0,5,101,True,0,0,5.0,False,47.5,950,0.07,0.12,0.19,4.99,0.0,950.0
441,5663570,0.09,False,Centrum-West,52.37628,4.87766,Entire home/apt,2,1,1,9,203.0,3,101,True,0,0,4.72,False,101.5,609,0.11,0.17,0.24,4.99,0.7616438356164383,1049.4520547945206
442,5663785,0.75,False,De Baarsjes - Oud-West,52.36924,4.86025,Entire home/apt,8,4,5,15,475.0,3,30,True,1,0,4.33,True,59.38,1425,0.08,0.17,0.2,10.99,0.0273972602739726,2383.219178082192
443,5666746,0.17,False,IJburg - Zeeburgereiland,52.34965,5.00809,Entire home/apt,5,3,8,12,499.0,4,21,True,0,0,4.66,True,99.8,1996,0.11,0.17,0.24,10.99,0.26575342465753427,2495.0
444,5671597,0.61,False,Centrum-Oost,52.36793,4.90726,Entire home/apt,4,2,2,14,299.0,3,20,True,0,0,4.82,False,74.75,897,0.12,0.3,0.27,4.99,0.019178082191780823,1495.0
445,5674097,0.12,False,Centrum-West,52.37414,4.88209,Entire home/apt,4,2,2,14,450.0,3,101,True,3,0,4.62,True,112.5,1350,0.08,0.24,0.22,10.99,0.00821917808219178,2399.301369863014
446,5706436,1.0,False,Watergraafsmeer,52.35324,4.93751,Entire home/apt,4,2,3,11,275.0,4,19,True,0,0,4.89,False,68.75,1100,0.11,0.2,0.39,4.99,0.03287671232876712,1390.6849315068494
447,5781996,0.16,False,Centrum-West,52.38069,4.88447,Entire home/apt,2,1,1,1,130.0,5,101,True,0,1,4.74,False,65.0,650,0.06,0.19,0.15,4.99,0.00821917808219178,582.3287671232877
448,5809024,1.0,True,IJburg - Zeeburgereiland,52.35393,4.99436,Private room,3,1,2,3,86.0,3,30,True,4,3,4.84,False,28.67,258,0.06,0.15,0.15,4.99,0.6934865900383141,441.4750957854406
449,5819801,0.0,False,De Pijp - Rivierenbuurt,52.35544,4.90446,Entire home/apt,4,2,2,8,187.0,4,10,True,1,0,4.93,False,46.75,748,0.07,0.2,0.14,4.99,0.024657534246575342,935.8904109589041
450,5822367,0.43,False,Oud-Oost,52.36015,4.92919,Entire home/apt,2,1,1,10,120.0,14,30,True,0,0,4.72,False,60.0,1680,0.08,0.11,0.2,4.99,0.4246575342465753,600.0
451,5832006,0.48,False,Zuid,52.35471,4.86983,Entire home/apt,4,2,3,10,307.0,5,101,True,0,0,4.88,False,76.75,1535,0.13,0.21,0.35,4.99,0.06027397260273973,1536.164383561644
452,5836389,0.89,False,IJburg - Zeeburgereiland,52.36317,4.98578,Entire home/apt,4,2,4,11,275.0,4,101,True,0,0,4.81,False,68.75,1100,0.09,0.22,0.27,4.99,0.057534246575342465,1413.6027397260275
453,5865168,0.87,True,Centrum-Oost,52.37489,4.90546,Private room,4,1,4,3,243.0,3,101,True,14,2,4.83,True,60.75,729,0.13,0.24,0.3,4.99,0.038356164383561646,1114.4383561643835
454,5881435,0.58,False,Centrum-West,52.37496,4.87835,Entire home/apt,4,2,4,18,607.0,3,101,True,0,0,4.32,True,151.8,1821,0.12,0.2,0.22,10.99,0.3863013698630137,3035.6164383561645
455,5882457,1.0,True,Oud-Oost,52.3632,4.92567,Entire home/apt,2,1,1,5,115.0,3,6,True,0,0,4.93,False,57.5,345,0.06,0.18,0.14,4.99,0.0,640.6849315068494
456,5884996,1.0,False,Zuid,52.35287,4.88533,Entire home/apt,2,1,1,6,109.0,2,101,True,0,0,4.92,False,54.5,218,0.09,0.22,0.19,4.99,0.0,606.6164383561644
457,5902525,0.46,False,De Baarsjes - Oud-West,52.35876,4.85966,Entire home/apt,4,2,3,8,175.0,4,101,True,0,1,4.9,False,43.75,700,0.08,0.16,0.17,4.99,0.0136986301369863,1132.4520547945206
458,5950023,1.0,False,De Baarsjes - Oud-West,52.36319,4.87663,Entire home/apt,4,2,4,13,279.0,3,18,True,0,1,4.84,False,69.75,837,0.12,0.2,0.22,4.99,0.0,1301.849315068493
459,5962744,0.62,True,Centrum-Oost,52.35989,4.89584,Private room,2,1,1,5,85.0,4,101,True,0,0,4.86,False,42.5,340,0.06,0.12,0.15,4.99,0.0,425.0
460,6003944,0.39,False,De Baarsjes - Oud-West,52.36335,4.86341,Entire home/apt,3,2,2,2,118.0,2,30,True,1,0,4.7,False,39.34,236,0.06,0.19,0.2,4.99,0.09090909090909091,675.0
461,6011262,0.0,False,Zuid,52.35458,4.88642,Entire home/apt,4,2,2,17,250.0,4,30,True,0,0,4.91,False,62.5,1000,0.05,0.22,0.21,4.99,0.6356164383561644,1250.0
462,6068622,1.0,True,Westerpark,52.3822,4.87139,Entire home/apt,2,1,1,6,109.0,3,17,True,2,8,4.85,False,54.5,327,0.08,0.15,0.18,4.99,0.3342618384401114,527.6462395543175
463,6075433,0.89,False,De Baarsjes - Oud-West,52.37173,4.87109,Entire home/apt,4,2,3,13,350.0,5,28,True,0,1,4.79,True,87.5,1750,0.1,0.21,0.25,4.99,0.3561643835616438,1779.7260273972602
464,6085243,0.83,True,De Baarsjes - Oud-West,52.36845,4.87291,Entire home/apt,2,1,1,16,300.0,4,21,True,0,0,4.91,False,150.0,1200,0.09,0.21,0.17,4.99,0.7150684931506849,1553.7671232876712
465,6091841,0.27,False,Oud-Oost,52.36008,4.91091,Entire home/apt,4,2,1,1,121.0,10,30,True,0,0,4.93,False,30.25,1210,0.07,0.18,0.16,4.99,0.6575342465753424,682.6712328767123
466,6120031,0.97,True,Centrum-West,52.38104,4.88799,Entire home/apt,4,2,4,13,320.0,3,30,True,0,2,4.84,False,80.0,960,0.09,0.19,0.19,4.99,0.4246575342465753,1600.0
467,6196535,0.56,False,De Baarsjes - Oud-West,52.36044,4.84953,Entire home/apt,2,1,1,5,130.0,7,16,True,6,1,4.91,False,65.0,910,0.06,0.17,0.23,4.99,0.03561643835616438,709.1780821917808
468,6196745,0.64,False,De Baarsjes - Oud-West,52.36423,4.86834,Entire home/apt,2,1,2,1,99.0,5,101,True,0,0,4.95,False,49.5,495,0.04,0.09,0.15,4.99,0.0,495.8767123287671
469,6236389,0.48,False,Westerpark,52.37709,4.87519,Entire home/apt,4,2,2,11,275.0,2,101,True,0,0,4.77,False,68.75,550,0.09,0.22,0.26,4.99,0.2631578947368421,1638.157894736842
470,6243633,0.62,False,Oud-Noord,52.39314,4.92327,Entire home/apt,5,3,5,8,220.0,4,101,True,0,2,4.8,False,44.0,880,0.08,0.1,0.19,4.99,0.011194029850746268,1273.2276119402984
471,6255736,1.0,False,De Baarsjes - Oud-West,52.37047,4.87464,Entire home/apt,4,2,2,4,149.0,5,101,True,0,0,4.81,False,37.25,745,0.06,0.14,0.17,4.99,0.0,745.0
472,6259402,0.0,False,Centrum-West,52.38753,4.88432,Entire home/apt,4,2,3,11,250.0,4,32,True,1,0,4.97,False,62.5,1000,0.06,0.18,0.27,4.99,0.36164383561643837,1250.0
473,6260326,0.81,False,Centrum-West,52.3728,4.87608,Entire home/apt,4,2,4,6,350.0,3,22,True,0,0,4.81,False,87.5,1050,0.12,0.28,0.3,4.99,0.010958904109589041,1760.958904109589
474,6283404,0.97,False,Geuzenveld - Slotermeer,52.37695,4.83677,Entire home/apt,4,2,2,10,148.0,3,30,True,1,1,4.77,False,37.0,444,0.08,0.19,0.21,4.99,0.038356164383561646,677.6986301369863
475,6285243,0.76,True,Centrum-Oost,52.36396,4.90648,Entire home/apt,2,1,1,13,279.0,1,6,True,0,0,4.9,True,139.5,279,0.04,0.36,0.23,4.99,0.0,1585.0
476,6323190,0.0,False,IJburg - Zeeburgereiland,52.36287,4.97491,Entire home/apt,2,1,2,3,132.0,5,7,True,0,0,4.77,False,66.0,660,0.05,0.15,0.16,4.99,0.2493150684931507,699.4246575342465
477,6340144,0.59,False,Oud-Noord,52.38709,4.94486,Entire home/apt,4,2,5,4,150.0,3,101,True,0,0,4.82,False,37.5,450,0.06,0.16,0.2,4.99,0.0027397260273972603,793.7397260273973
478,6358749,0.78,False,Centrum-West,52.37238,4.8826,Entire home/apt,2,1,1,2,199.0,3,16,True,0,2,4.64,False,99.5,597,0.08,0.19,0.18,4.99,0.00821917808219178,995.0
479,6371658,0.55,False,Bos en Lommer,52.38035,4.85353,Entire home/apt,3,2,3,10,240.0,3,10,True,1,0,4.85,False,80.0,720,0.08,0.17,0.22,4.99,0.34794520547945207,1200.0
480,6372597,0.6,False,Centrum-West,52.37372,4.87909,Entire home/apt,2,1,1,14,336.0,7,16,True,0,0,4.85,False,168.0,2352,0.02,0.21,0.26,4.99,0.0,1678.4931506849316
481,6375033,0.0,False,Oud-Noord,52.38563,4.91785,Private room,2,1,1,4,107.0,3,30,True,16,1,5.0,False,53.5,321,0.05,0.16,0.17,4.99,0.22465753424657534,490.4109589041096
482,6392669,0.64,False,Noord-West,52.41833,4.90519,Entire home/apt,4,2,3,5,180.0,4,101,True,0,0,4.67,False,45.0,720,0.09,0.2,0.2,4.99,0.0,900.0
483,6429875,0.74,False,Noord-West,52.4087,4.90498,Entire home/apt,6,3,3,15,225.0,4,101,True,0,0,4.97,False,37.5,900,0.12,0.18,0.23,4.99,0.0136986301369863,1124.7945205479452
484,6430582,0.5,False,De Baarsjes - Oud-West,52.37088,4.86814,Entire home/apt,4,2,3,26,645.0,4,14,True,0,0,4.16,True,161.2,2580,0.08,0.11,0.33,10.99,0.06027397260273973,3225.0
485,6441316,0.73,True,De Pijp - Rivierenbuurt,52.356,4.88861,Private room,2,1,3,7,97.0,1,40,True,2,8,4.83,False,48.5,97,0.06,0.11,0.16,4.99,0.6271186440677966,594.6045197740114
486,6442389,0.95,False,De Pijp - Rivierenbuurt,52.34825,4.90924,Entire home/apt,4,2,3,13,300.0,5,10,True,0,0,4.9,False,75.0,1500,0.08,0.24,0.29,4.99,0.021917808219178082,1487.6712328767123
487,6447564,0.61,False,De Pijp - Rivierenbuurt,52.35025,4.89325,Entire home/apt,4,2,3,4,126.0,3,28,True,0,0,5.0,False,31.5,378,0.06,0.2,0.15,4.99,0.0027397260273972603,1060.9041095890411
488,6463787,0.6,False,Noord-Oost,52.4147,5.02643,Entire home/apt,3,2,2,6,85.0,3,101,True,0,0,4.89,False,28.33,255,0.05,0.12,0.14,4.99,0.26301369863013696,425.0
489,6471162,0.69,False,Centrum-Oost,52.360474,4.892034,Entire home/apt,4,2,2,4,160.0,5,12,True,0,0,4.92,False,40.0,800,0.08,0.13,0.27,4.99,0.0273972602739726,815.8219178082192
